Mod:Item:MetaData, Localized Name
ceramics:clay_bucket:0, Liquid Sulphur Clay Bucket
ceramics:clay_bucket:0, Energite Clay Bucket
ceramics:clay_bucket:0, Liquefied Glowstone Clay Bucket
ceramics:clay_bucket:0, Steam Clay Bucket
ceramics:clay_bucket:0, Creosote Oil Clay Bucket
ceramics:clay_bucket:0, Liquifacted Coal Clay Bucket
ceramics:clay_bucket:0, Crude Oil Clay Bucket
ceramics:clay_bucket:0, Naphtha Clay Bucket
ceramics:clay_bucket:0, Refined Fuel Clay Bucket
ceramics:clay_bucket:0, Sap Clay Bucket
ceramics:clay_bucket:0, Syrup Clay Bucket
ceramics:clay_bucket:0, Resin Clay Bucket
ceramics:clay_bucket:0, Tree Oil Clay Bucket
ceramics:clay_bucket:0, Mushroom Stew Clay Bucket
ceramics:clay_bucket:0, Destabilized Redstone Clay Bucket
ceramics:clay_bucket:0, Energized Glowstone Clay Bucket
ceramics:clay_bucket:0, Resonant Ender Clay Bucket
ceramics:clay_bucket:0, Blazing Pyrotheum Clay Bucket
ceramics:clay_bucket:0, Gelid Cryotheum Clay Bucket
ceramics:clay_bucket:0, Zephyrean Aerotheum Clay Bucket
ceramics:clay_bucket:0, Tectonic Petrotheum Clay Bucket
ceramics:clay_bucket:0, Primal Mana Clay Bucket
ceramics:clay_bucket:0, Mutagen Clay Bucket
ceramics:clay_bucket:0, Liquid DNA Clay Bucket
ceramics:clay_bucket:0, Protein Clay Bucket
ceramics:clay_bucket:0, Deuterium Clay Bucket
ceramics:clay_bucket:0, Tritium Clay Bucket
ceramics:clay_bucket:0, Helium-3 Clay Bucket
ceramics:clay_bucket:0, Helium Clay Bucket
ceramics:clay_bucket:0, Liquid Helium Clay Bucket
ceramics:clay_bucket:0, Plasma Clay Bucket
ceramics:clay_bucket:0, Molten Lithium-6 Clay Bucket
ceramics:clay_bucket:0, Molten Lithium-7 Clay Bucket
ceramics:clay_bucket:0, Molten Boron-10 Clay Bucket
ceramics:clay_bucket:0, Molten Boron-11 Clay Bucket
ceramics:clay_bucket:0, Neutron Fluid Clay Bucket
ceramics:clay_bucket:0, Fluorine Clay Bucket
ceramics:clay_bucket:0, Ammonia Clay Bucket
ceramics:clay_bucket:0, Ethanol Clay Bucket
ceramics:clay_bucket:0, Boric Acid Clay Bucket
ceramics:clay_bucket:0, Diborane Clay Bucket
ceramics:clay_bucket:0, RadAway Fluid Clay Bucket
ceramics:clay_bucket:0, Molten Beryllium Clay Bucket
ceramics:clay_bucket:0, Molten Lithium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Beryllium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Mixture Clay Bucket
ceramics:clay_bucket:0, Boron Nitride Solution Clay Bucket
ceramics:clay_bucket:0, Coolant Clay Bucket
ceramics:clay_bucket:0, Molten Sulfur Clay Bucket
ceramics:clay_bucket:0, Sulfur Dioxide Clay Bucket
ceramics:clay_bucket:0, Sulfur Trioxide Clay Bucket
ceramics:clay_bucket:0, Sulfuric Acid Clay Bucket
ceramics:clay_bucket:0, Fluorite Water Clay Bucket
ceramics:clay_bucket:0, Calcium Sulfate Solution Clay Bucket
ceramics:clay_bucket:0, Hydrofluoric Acid Clay Bucket
ceramics:clay_bucket:0, Oxygen Difluoride Clay Bucket
ceramics:clay_bucket:0, Molten Thorium Clay Bucket
ceramics:clay_bucket:0, Molten Thorium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Thorium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium Clay Bucket
ceramics:clay_bucket:0, Molten Uranium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Thorium-230 Clay Bucket
ceramics:clay_bucket:0, Molten Thorium-230 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Thorium-230 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Thorium-232 Clay Bucket
ceramics:clay_bucket:0, Molten Thorium-232 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Thorium-232 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-233 Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-233 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium-233 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-235 Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-235 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium-235 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-238 Clay Bucket
ceramics:clay_bucket:0, Molten Uranium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Uranium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-236 Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-236 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Neptunium-236 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-237 Clay Bucket
ceramics:clay_bucket:0, Molten Neptunium-237 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Neptunium-237  Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-238 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-238 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-239 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-239 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-239 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-241 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-242 Clay Bucket
ceramics:clay_bucket:0, Molten Plutonium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Plutonium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Americium-241 Clay Bucket
ceramics:clay_bucket:0, Molten Americium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Americium-241 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Americium-242 Clay Bucket
ceramics:clay_bucket:0, Molten Americium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Americium-242 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Americium-243 Clay Bucket
ceramics:clay_bucket:0, Molten Americium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Americium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-243 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-243 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-245 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-245 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-245 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-246 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-246 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-246 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Curium-247 Clay Bucket
ceramics:clay_bucket:0, Molten Curium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Curium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-247 Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Berkelium-247 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-248 Clay Bucket
ceramics:clay_bucket:0, Molten Berkelium-248 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Berkelium-248 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-249 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-249 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-249 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-250 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-250 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-250 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-251 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-251 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-251 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten Californium-252 Clay Bucket
ceramics:clay_bucket:0, Molten Californium-252 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Californium-252 Fluoride Clay Bucket
ceramics:clay_bucket:0, Molten TBU Fuel Clay Bucket
ceramics:clay_bucket:0, Molten TBU Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of TBU Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-233 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-233 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-235 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-235 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEN-236 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEN-236 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEP-239 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEP-239 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEP-241 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEP-241 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEA-242 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEA-242 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-243 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-243 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HECm-243 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-245 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-245 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HECm-245 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-247 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-247 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HECm-247 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEB-248 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LEB-248 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LEB-248 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEB-248 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HEB-248 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HEB-248 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECf-249 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECf-249 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LECf-249 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECf-249 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECf-249 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HECf-249 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECf-251 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten LECf-251 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of LECf-251 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECf-251 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten HECf-251 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of HECf-251 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted TBU Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted TBU Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted TBU Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEU-233 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEU-233 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HEU-233 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEU-235 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEU-235 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HEU-235 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEN-236 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEN-236 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HEN-236 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEP-239 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEP-239 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HEP-239 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEP-241 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEP-241 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted HEP-241 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEA-242 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted LEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten FLiBe Salt Solution of Depleted LEA-242 Fluoride Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEA-242 Fuel Clay Bucket
ceramics:clay_bucket:0, Molten Depleted HEA-242 Fluoride Fuel Clay Bucket
